01-03-2025; 18:17:23; i; Laura; db.session.execute(db.select(Appointments.Id, Appointments.User, Users.Firstname, Users.Lastname, Products.Productname, Appointments.Part, Appointments.Date, Instructors.Name, Appointments.Staff, Appointments.Product, Appointments.Assistants).order_by(Appointments.Date).where(and_(func.DATE(Appointments.Date) >= datetime.datetime(2025, 2, 21),func.DATE(Appointments.Date) <= datetime.datetime(2025, 3,30))).select_from(Appointments).join(Users, Appointments.User        == Users.Id).join(Instructors, Appointments.Staff == Instructors.Id).join(Products, Appointments.Product  == Products.Id) )
01-03-2025; 18:17:27; i; ; login
01-03-2025; 18:17:30; i; ; login
01-03-2025; 18:17:30; i; ; login - POST
01-03-2025; 18:17:30; i; ; username: laura@maidiving.nl
01-03-2025; 18:17:31; i; Laura; user logged in
01-03-2025; 18:17:31; i; Laura; db.session.execute(db.select(Appointments.Id, Appointments.User, Users.Firstname, Users.Lastname, Products.Productname, Appointments.Part, Appointments.Date, Instructors.Name, Appointments.Staff, Appointments.Product, Appointments.Assistants).order_by(Appointments.Date).where(and_(func.DATE(Appointments.Date) >= datetime.datetime(2025, 2, 21),func.DATE(Appointments.Date) <= datetime.datetime(2025, 3,30))).select_from(Appointments).join(Users, Appointments.User        == Users.Id).join(Instructors, Appointments.Staff == Instructors.Id).join(Products, Appointments.Product  == Products.Id) )
01-03-2025;18:31:19;i;;__init__.py
01-03-2025;18:31:30;i;;login
01-03-2025;18:31:33;i;;login
01-03-2025;18:31:33;i;;login - POST
01-03-2025;18:31:33;i;;username: laura@maidiving.nl
01-03-2025;18:31:34;i;Laura;user logged in
01-03-2025;18:31:34;i;Laura;db.session.execute(db.select(Appointments.Id, Appointments.User, Users.Firstname, Users.Lastname, Products.Productname, Appointments.Part, Appointments.Date, Instructors.Name, Appointments.Staff, Appointments.Product, Appointments.Assistants).order_by(Appointments.Date).where(and_(func.DATE(Appointments.Date) >= datetime.datetime(2025, 2, 21),func.DATE(Appointments.Date) <= datetime.datetime(2025, 3,30))).select_from(Appointments).join(Users, Appointments.User        == Users.Id).join(Instructors, Appointments.Staff == Instructors.Id).join(Products, Appointments.Product  == Products.Id) )
01-03-2025;18:38:14;i;;__init__.py
01-03-2025;18:39:23;i;;__init__.py
01-03-2025;18:40:11;i;;__init__.py
01-03-2025;18:40:49;i;;__init__.py
01-03-2025;18:40:50;i;192.168.1.57;192.168.1.57;;login
01-03-2025;18:40:54;i;192.168.1.57;192.168.1.57;;login
01-03-2025;18:40:54;i;192.168.1.57;192.168.1.57;;login - POST
01-03-2025;18:40:54;i;192.168.1.57;192.168.1.57;;username: laura@maidiving.nl
01-03-2025;18:40:55;i;192.168.1.57;192.168.1.57;Laura;user logged in
01-03-2025;18:40:55;i;192.168.1.57;192.168.1.57;Laura;db.session.execute(db.select(Appointments.Id, Appointments.User, Users.Firstname, Users.Lastname, Products.Productname, Appointments.Part, Appointments.Date, Instructors.Name, Appointments.Staff, Appointments.Product, Appointments.Assistants).order_by(Appointments.Date).where(and_(func.DATE(Appointments.Date) >= datetime.datetime(2025, 2, 21),func.DATE(Appointments.Date) <= datetime.datetime(2025, 3,30))).select_from(Appointments).join(Users, Appointments.User        == Users.Id).join(Instructors, Appointments.Staff == Instructors.Id).join(Products, Appointments.Product  == Products.Id) )
01-03-2025;18:43:36;i;192.168.1.6;192.168.1.6;;login
01-03-2025;18:43:43;i;192.168.1.6;192.168.1.6;;login
01-03-2025;18:43:43;i;192.168.1.6;192.168.1.6;;login - POST
01-03-2025;18:43:43;i;192.168.1.6;192.168.1.6;;username: laura@maidiving.nl
01-03-2025;18:43:44;i;192.168.1.6;192.168.1.6;Laura;user logged in
01-03-2025;18:43:44;i;192.168.1.6;192.168.1.6;Laura;db.session.execute(db.select(Appointments.Id, Appointments.User, Users.Firstname, Users.Lastname, Products.Productname, Appointments.Part, Appointments.Date, Instructors.Name, Appointments.Staff, Appointments.Product, Appointments.Assistants).order_by(Appointments.Date).where(and_(func.DATE(Appointments.Date) >= datetime.datetime(2025, 2, 21),func.DATE(Appointments.Date) <= datetime.datetime(2025, 3,30))).select_from(Appointments).join(Users, Appointments.User        == Users.Id).join(Instructors, Appointments.Staff == Instructors.Id).join(Products, Appointments.Product  == Products.Id) )
01-03-2025;18:49:05;i;;__init__.py
01-03-2025;18:49:10;i;192.168.1.57;192.168.1.57;Laura;/appointments
01-03-2025;18:49:12;i;192.168.1.57;192.168.1.57;Laura;/appointmentsedit
01-03-2025;18:49:15;i;192.168.1.57;192.168.1.57;Laura;/appointmentsedit
01-03-2025;18:49:15;i;192.168.1.57;192.168.1.57;Laura;/appointments
01-03-2025;18:51:17;i;;__init__.py
01-03-2025;18:51:45;i;192.168.1.6;192.168.1.6;Laura;/products
01-03-2025;18:52:11;i;192.168.1.6;192.168.1.6;Laura;/productsedit
01-03-2025;18:52:19;i;192.168.1.6;192.168.1.6;Laura;/productsedit
01-03-2025;18:52:19;i;192.168.1.6;192.168.1.6;Laura;/products
01-03-2025;18:52:55;i;;__init__.py
01-03-2025;18:52:59;i;192.168.1.57;192.168.1.57;Laura;/products
01-03-2025;18:53:01;i;192.168.1.57;192.168.1.57;Laura;/productsedit 1
